onset	duration	sample	value
0	0	0	boundary
26.344	0	13172	S202
35.588	0	17794	S202
39.77	0	19885	S121
41.052	0	20526	S202
41.22	0	20610	S122
42.088	0	21044	S202
42.72	0	21360	S112
44.02	0	22010	S202
44.202	0	22101	S122
44.832	0	22416	S201
45.752	0	22876	S111
46.216	0	23108	S201
47.32	0	23660	S111
47.724	0	23862	S202
48.886	0	24443	S121
49.404	0	24702	S201
50.52	0	25260	S121
51.092	0	25546	S202
51.986	0	25993	S112
52.356	0	26178	S202
53.586	0	26793	S112
53.94	0	26970	S201
64.632	0	32316	S202
66.848	0	33424	S202
70.952	0	35476	S122
71.336	0	35668	S202
72.52	0	36260	S112
72.952	0	36476	S202
74.12	0	37060	S111
74.612	0	37306	S201
75.636	0	37818	S112
76.18	0	38090	S201
77.152	0	38576	S112
77.776	0	38888	S201
78.67	0	39335	S111
79.39	0	39695	S202
80.12	0	40060	S121
80.798	0	40399	S201
81.67	0	40835	S121
82.244	0	41122	S201
83.12	0	41560	S121
83.688	0	41844	S201
84.702	0	42351	S112
85.234	0	42617	S202
86.17	0	43085	S111
86.762	0	43381	S201
87.702	0	43851	S111
88.782	0	44391	S202
89.252	0	44626	S121
89.702	0	44851	S201
90.786	0	45393	S121
91.204	0	45602	S201
92.336	0	46168	S112
92.954	0	46477	S201
93.97	0	46985	S111
94.474	0	47237	S201
95.57	0	47785	S111
96.102	0	48051	S201
97.086	0	48543	S121
97.666	0	48833	S202
98.702	0	49351	S121
99.138	0	49569	S201
100.22	0	50110	S111
100.644	0	50322	S202
101.702	0	50851	S111
102.026	0	51013	S201
103.32	0	51660	S122
104.018	0	52009	S202
104.82	0	52410	S122
105.37	0	52685	S202
106.32	0	53160	S121
106.826	0	53413	S201
107.82	0	53910	S121
108.726	0	54363	S202
109.452	0	54726	S112
110.246	0	55123	S201
111.036	0	55518	S111
111.502	0	55751	S201
112.67	0	56335	S122
113.138	0	56569	S202
114.152	0	57076	S111
114.642	0	57321	S201
115.736	0	57868	S121
116.29	0	58145	S202
117.352	0	58676	S121
117.822	0	58911	S201
118.852	0	59426	S111
119.45	0	59725	S202
120.286	0	60143	S121
121.358	0	60679	S202
121.802	0	60901	S111
122.61	0	61305	S202
123.252	0	61626	S122
123.834	0	61917	S201
124.836	0	62418	S121
125.214	0	62607	S201
126.386	0	63193	S111
127.01	0	63505	S202
127.986	0	63993	S111
128.402	0	64201	S201
129.52	0	64760	S122
129.978	0	64989	S201
131.102	0	65551	S122
131.55	0	65775	S202
138.738	0	69369	S202
144.978	0	72489	S202
149.07	0	74535	S112
149.466	0	74733	S202
150.602	0	75301	S111
151.054	0	75527	S201
152.152	0	76076	S111
152.878	0	76439	S202
153.602	0	76801	S122
154.062	0	77031	S202
155.17	0	77585	S122
155.766	0	77883	S202
156.652	0	78326	S111
157.194	0	78597	S202
158.286	0	79143	S121
158.822	0	79411	S202
159.836	0	79918	S122
160.31	0	80155	S202
161.286	0	80643	S112
161.942	0	80971	S201
