onset	duration	sample	value
0	0	0	boundary
17.614	0	8807	S  2
22.094	0	11047	S 22
22.522	0	11261	S122
23.676	0	11838	S 12
24.086	0	12043	S112
25.31	0	12655	S 12
25.606	0	12803	S112
26.794	0	13397	S 22
27.154	0	13577	S122
28.394	0	14197	S 22
28.726	0	14363	S122
30.026	0	15013	S 11
30.382	0	15191	S211
31.594	0	15797	S 21
32.022	0	16011	S221
33.226	0	16613	S 11
33.626	0	16813	S211
34.844	0	17422	S 12
35.342	0	17671	S112
36.41	0	18205	S 22
36.89	0	18445	S122
48.154	0	24077	S222
50.006	0	25003	S222
54.476	0	27238	S 21
54.946	0	27473	S121
56.076	0	28038	S 22
56.672	0	28336	S122
57.61	0	28805	S 11
58.056	0	29028	S211
59.06	0	29530	S 11
59.426	0	29713	S211
60.544	0	30272	S 22
60.89	0	30445	S122
62.16	0	31080	S 22
62.478	0	31239	S122
63.66	0	31830	S 11
64.034	0	32017	S211
65.244	0	32622	S 22
65.6	0	32800	S122
66.726	0	33363	S 21
67.098	0	33549	S221
68.326	0	34163	S 22
68.692	0	34346	S122
69.86	0	34930	S 12
70.306	0	35153	S112
71.46	0	35730	S 12
71.808	0	35904	S112
73.044	0	36522	S 22
73.48	0	36740	S122
74.526	0	37263	S 22
74.932	0	37466	S122
76.11	0	38055	S 21
76.468	0	38234	S121
77.594	0	38797	S 11
78.03	0	39015	S211
79.076	0	39538	S 21
79.42	0	39710	S221
80.644	0	40322	S 21
81.084	0	40542	S221
82.278	0	41139	S 12
82.636	0	41318	S112
83.86	0	41930	S 11
84.196	0	42098	S211
85.428	0	42714	S 21
85.788	0	42894	S221
87.044	0	43522	S 12
87.412	0	43706	S112
88.578	0	44289	S 12
88.96	0	44480	S112
90.044	0	45022	S 11
90.4	0	45200	S211
91.494	0	45747	S 11
91.9	0	45950	S211
93.044	0	46522	S 12
93.588	0	46794	S112
94.56	0	47280	S 22
94.924	0	47462	S122
96.044	0	48022	S 12
96.38	0	48190	S112
97.494	0	48747	S 21
97.888	0	48944	S221
98.978	0	49489	S 11
99.392	0	49696	S211
100.51	0	50255	S 12
100.904	0	50452	S112
102.028	0	51014	S 21
102.376	0	51188	S221
103.494	0	51747	S 11
103.768	0	51884	S211
105.128	0	52564	S 22
105.5	0	52750	S122
106.594	0	53297	S 12
107.048	0	53524	S112
108.078	0	54039	S 21
108.448	0	54224	S221
109.528	0	54764	S 12
110.148	0	55074	S112
111.01	0	55505	S 22
111.416	0	55708	S122
112.444	0	56222	S 11
112.876	0	56438	S211
113.944	0	56972	S 21
114.388	0	57194	S221
149.66	0	74830	S221
172.948	0	86474	S221
177.31	0	88655	S 11
178.024	0	89012	S211
178.76	0	89380	S 11
179.248	0	89624	S111
180.194	0	90097	S 22
180.616	0	90308	S222
181.71	0	90855	S 22
182.212	0	91106	S222
183.144	0	91572	S 22
183.604	0	91802	S222
184.578	0	92289	S 22
184.932	0	92466	S222
186.194	0	93097	S 21
186.58	0	93290	S121
187.728	0	93864	S 11
188.116	0	94058	S111
189.178	0	94589	S 22
189.656	0	94828	S122
190.728	0	95364	S 12
191.356	0	95678	S212
192.228	0	96114	S 11
192.804	0	96402	S111
193.86	0	96930	S 21
194.44	0	97220	S221
195.444	0	97722	S 11
