onset	duration	sample	value
0	0	0	boundary
3.374	0	1687	S180
3.964	0	1982	S180
4.592	0	2296	S180
5.204	0	2602	S180
5.866	0	2933	S180
6.46	0	3230	S180
7.122	0	3561	S180
7.742	0	3871	S180
8.344	0	4172	S180
8.922	0	4461	S180
9.57	0	4785	S180
10.202	0	5101	S180
10.8	0	5400	S180
11.418	0	5709	S180
12.08	0	6040	S180
12.702	0	6351	S 80
13.348	0	6674	S 80
13.982	0	6991	S 80
14.618	0	7309	S 80
15.262	0	7631	S 80
15.906	0	7953	S 80
16.546	0	8273	S 80
17.192	0	8596	S 80
17.828	0	8914	S 80
18.462	0	9231	S 80
19.102	0	9551	S 70
19.746	0	9873	S 80
20.392	0	10196	S 70
21.028	0	10514	S 80
21.668	0	10834	S 80
22.304	0	11152	S 70
22.95	0	11475	S 80
23.592	0	11796	S 80
24.228	0	12114	S 80
24.866	0	12433	S 80
25.5	0	12750	S 80
26.136	0	13068	S 80
26.776	0	13388	S 80
27.422	0	13711	S 70
28.058	0	14029	S 80
28.696	0	14348	S 80
29.332	0	14666	S 70
29.972	0	14986	S 80
30.618	0	15309	S 80
31.264	0	15632	S 70
31.9	0	15950	S 80
32.536	0	16268	S 80
33.174	0	16587	S 80
33.814	0	16907	S 80
34.452	0	17226	S 80
35.088	0	17544	S 80
35.736	0	17868	S 70
36.382	0	18191	S 80
37.018	0	18509	S 80
37.658	0	18829	S 70
38.294	0	19147	S 80
38.93	0	19465	S 80
39.566	0	19783	S 70
40.202	0	20101	S 80
40.84	0	20420	S 80
41.488	0	20744	S 80
42.122	0	21061	S 80
42.76	0	21380	S 80
43.396	0	21698	S 80
44.04	0	22020	S 80
44.684	0	22342	S 80
45.32	0	22660	S 80
45.966	0	22983	S 80
46.606	0	23303	S 80
47.244	0	23622	S 80
47.89	0	23945	S 80
48.53	0	24265	S 80
49.182	0	24591	S 80
49.82	0	24910	S 80
50.456	0	25228	S 70
51.102	0	25551	S 80
51.748	0	25874	S 70
52.388	0	26194	S 80
53.024	0	26512	S 70
53.662	0	26831	S 80
54.296	0	27148	S 80
54.942	0	27471	S 80
55.578	0	27789	S 80
56.214	0	28107	S 80
56.85	0	28425	S 70
57.496	0	28748	S 80
58.132	0	29066	S 70
58.77	0	29385	S 80
59.404	0	29702	S 70
60.042	0	30021	S 80
60.686	0	30343	S 80
61.32	0	30660	S 70
61.958	0	30979	S 80
62.596	0	31298	S 80
63.232	0	31616	S 70
63.868	0	31934	S 80
64.506	0	32253	S 80
65.152	0	32576	S 80
65.79	0	32895	S 80
66.44	0	33220	S 80
67.076	0	33538	S 80
67.722	0	33861	S 70
68.372	0	34186	S 80
69.008	0	34504	S 80
69.658	0	34829	S 80
70.302	0	35151	S 80
70.936	0	35468	S 80
71.574	0	35787	S 80
72.22	0	36110	S 80
72.856	0	36428	S 80
73.502	0	36751	S 80
74.148	0	37074	S 80
74.784	0	37392	S 80
75.418	0	37709	S 80
76.064	0	38032	S 80
76.71	0	38355	S 80
77.346	0	38673	S 80
77.984	0	38992	S 80
78.622	0	39311	S 80
79.256	0	39628	S 80
79.896	0	39948	S 80
80.534	0	40267	S 80
81.17	0	40585	S 80
81.814	0	40907	S 80
82.45	0	41225	S 80
83.084	0	41542	S 70
83.722	0	41861	S 80
84.358	0	42179	S 70
84.994	0	42497	S 80
85.634	0	42817	S 70
86.28	0	43140	S 80
86.918	0	43459	S 80
87.564	0	43782	S 80
88.204	0	44102	S 80
88.842	0	44421	S 80
89.48	0	44740	S 80
90.116	0	45058	S 80
90.756	0	45378	S 80
91.392	0	45696	S 70
92.028	0	46014	S 80
92.664	0	46332	S 80
93.31	0	46655	S 80
93.948	0	46974	S 80
94.594	0	47297	S 80
95.24	0	47620	S 80
95.878	0	47939	S 80
96.514	0	48257	S 80
97.15	0	48575	S 80
97.788	0	48894	S 80
98.428	0	49214	S 70
99.076	0	49538	S 80
99.718	0	49859	S 80
100.368	0	50184	S 80
101.004	0	50502	S 80
101.642	0	50821	S 70
102.28	0	51140	S 80
