onset	duration	sample	value
0	0	0	boundary
18.636	0	9318	S  2
23.126	0	11563	S 22
24.124	0	12062	S222
24.644	0	12322	S 21
25.16	0	12580	S121
26.176	0	13088	S 22
26.632	0	13316	S222
27.76	0	13880	S 11
28.084	0	14042	S111
29.376	0	14688	S 22
29.652	0	14826	S222
30.96	0	15480	S 21
31.412	0	15706	S121
32.51	0	16255	S 11
32.86	0	16430	S211
33.96	0	16980	S 21
34.556	0	17278	S121
35.494	0	17747	S 11
35.976	0	17988	S111
37.126	0	18563	S 12
37.608	0	18804	S212
48.696	0	24348	S212
52.704	0	26352	S212
57.16	0	28580	S 11
57.608	0	28804	S111
58.794	0	29397	S 12
59.164	0	29582	S212
60.41	0	30205	S 22
60.928	0	30464	S222
61.86	0	30930	S 12
62.284	0	31142	S212
63.494	0	31747	S 11
63.936	0	31968	S111
64.944	0	32472	S 21
65.472	0	32736	S121
66.528	0	33264	S 12
66.872	0	33436	S212
68.16	0	34080	S 12
68.512	0	34256	S112
69.71	0	34855	S 21
70.224	0	35112	S121
71.294	0	35647	S 12
71.708	0	35854	S212
72.844	0	36422	S 21
73.312	0	36656	S121
74.36	0	37180	S 11
74.94	0	37470	S111
75.928	0	37964	S 11
76.704	0	38352	S111
77.494	0	38747	S 21
78.14	0	39070	S121
79.044	0	39522	S 22
79.524	0	39762	S222
80.544	0	40272	S 11
80.948	0	40474	S111
82.094	0	41047	S 12
82.552	0	41276	S212
83.728	0	41864	S 22
84.3	0	42150	S222
85.244	0	42622	S 22
85.768	0	42884	S222
86.728	0	43364	S 12
87.168	0	43584	S212
88.31	0	44155	S 22
88.812	0	44406	S222
89.91	0	44955	S 22
90.388	0	45194	S222
91.46	0	45730	S 11
91.888	0	45944	S111
92.928	0	46464	S 22
93.332	0	46666	S222
94.394	0	47197	S 21
94.816	0	47408	S121
96.044	0	48022	S 21
96.508	0	48254	S121
97.578	0	48789	S 21
98.056	0	49028	S121
99.228	0	49614	S 12
99.72	0	49860	S212
100.728	0	50364	S 11
101.076	0	50538	S111
102.36	0	51180	S 22
102.712	0	51356	S222
103.978	0	51989	S 21
104.488	0	52244	S121
105.478	0	52739	S 12
105.812	0	52906	S212
106.91	0	53455	S 11
107.24	0	53620	S111
108.378	0	54189	S 22
108.872	0	54436	S222
109.81	0	54905	S 21
110.152	0	55076	S121
111.328	0	55664	S 22
111.768	0	55884	S122
112.778	0	56389	S 11
113.236	0	56618	S111
114.378	0	57189	S 21
114.908	0	57454	S121
115.86	0	57930	S 11
116.36	0	58180	S111
117.394	0	58697	S 12
117.864	0	58932	S212
127.708	0	63854	S212
131.12	0	65560	S212
135.628	0	67814	S 22
136.076	0	68038	S222
137.11	0	68555	S 21
137.416	0	68708	S121
138.678	0	69339	S 12
138.98	0	69490	S212
140.128	0	70064	S 22
140.424	0	70212	S122
141.644	0	70822	S 12
142.028	0	71014	S212
143.144	0	71572	S 12
143.512	0	71756	S212
144.76	0	72380	S 12
145.204	0	72602	S212
146.394	0	73197	S 12
146.852	0	73426	S212
147.844	0	73922	S 12
148.256	0	74128	S212
149.394	0	74697	S 22
149.884	0	74942	S222
150.844	0	75422	S 21
151.228	0	75614	S221
152.444	0	76222	S 11
152.992	0	76496	S111
153.96	0	76980	S 21
154.524	0	77262	S121
155.428	0	77714	S 12
155.932	0	77966	S212
157.01	0	78505	S 22
157.532	0	78766	S222
158.594	0	79297	S 11
159.148	0	79574	S111
160.028	0	80014	S 22
160.436	0	80218	S222
161.66	0	80830	S 21
162.252	0	81126	S121
163.278	0	81639	S 21
163.716	0	81858	S121
164.828	0	82414	S 11
165.264	0	82632	S111
166.328	0	83164	S 11
166.716	0	83358	S111
167.86	0	83930	S 11
168.236	0	84118	S111
169.344	0	84672	S 21
