onset	duration	sample	value
0	0	0	boundary
16.164	0	8082	S202
19.658	0	9829	S202
23.846	0	11923	S222
24.924	0	12462	S201
25.314	0	12657	S212
26.032	0	13016	S201
26.764	0	13382	S221
27.332	0	13666	S202
28.314	0	14157	S211
29.014	0	14507	S201
29.914	0	14957	S222
30.564	0	15282	S201
31.496	0	15748	S221
32.114	0	16057	S201
32.93	0	16465	S222
33.776	0	16888	S201
34.546	0	17273	S211
35.036	0	17518	S201
36.064	0	18032	S212
36.566	0	18283	S201
37.63	0	18815	S211
38.326	0	19163	S201
50.862	0	25431	S202
52.858	0	26429	S202
57.03	0	28515	S222
57.49	0	28745	S201
58.564	0	29282	S221
58.99	0	29495	S201
60.114	0	30057	S222
60.546	0	30273	S201
61.664	0	30832	S211
62.23	0	31115	S201
63.13	0	31565	S221
63.774	0	31887	S201
64.564	0	32282	S211
65.11	0	32555	S201
66.096	0	33048	S212
66.55	0	33275	S201
67.646	0	33823	S211
68.082	0	34041	S201
69.28	0	34640	S211
69.694	0	34847	S202
70.846	0	35423	S212
71.49	0	35745	S201
72.43	0	36215	S212
73.086	0	36543	S201
73.98	0	36990	S221
74.69	0	37345	S201
75.53	0	37765	S211
76.218	0	38109	S201
77.08	0	38540	S221
77.646	0	38823	S201
78.63	0	39315	S212
79.086	0	39543	S201
80.18	0	40090	S222
80.87	0	40435	S201
81.714	0	40857	S221
82.194	0	41097	S201
83.246	0	41623	S221
83.726	0	41863	S201
84.764	0	42382	S211
85.37	0	42685	S201
86.33	0	43165	S222
86.91	0	43455	S201
87.846	0	43923	S212
88.478	0	44239	S201
89.414	0	44707	S212
89.926	0	44963	S201
90.93	0	45465	S222
91.394	0	45697	S202
92.53	0	46265	S211
93.782	0	46891	S201
94.164	0	47082	S222
94.662	0	47331	S201
95.714	0	47857	S221
96.422	0	48211	S201
97.18	0	48590	S221
97.822	0	48911	S201
98.746	0	49373	S212
99.562	0	49781	S201
100.314	0	50157	S211
100.694	0	50347	S201
101.83	0	50915	S211
102.294	0	51147	S201
103.43	0	51715	S221
103.982	0	51991	S201
104.914	0	52457	S222
105.374	0	52687	S201
106.546	0	53273	S212
107.158	0	53579	S201
108.08	0	54040	S211
108.818	0	54409	S201
109.53	0	54765	S212
110.166	0	55083	S201
110.996	0	55498	S221
111.538	0	55769	S201
112.464	0	56232	S221
113.034	0	56517	S201
114.096	0	57048	S221
114.698	0	57349	S201
115.63	0	57815	S221
116.402	0	58201	S201
117.08	0	58540	S212
117.578	0	58789	S201
120.346	0	60173	S202
121.194	0	60597	S202
125.264	0	62632	S221
