onset	duration	sample	value
0	0	0	boundary
18.612	0	9306	S202
23.416	0	11708	S202
27.804	0	13902	S 42
28.244	0	14122	S201
29.436	0	14718	S 43
29.824	0	14912	S201
30.904	0	15452	S 43
31.232	0	15616	S201
32.47	0	16235	S 41
32.78	0	16390	S201
33.936	0	16968	S 44
34.316	0	17158	S201
35.504	0	17752	S 45
35.856	0	17928	S201
37.004	0	18502	S 45
37.308	0	18654	S201
38.504	0	19252	S 44
39.036	0	19518	S201
39.97	0	19985	S 42
40.336	0	20168	S201
41.504	0	20752	S 41
41.832	0	20916	S201
48.88	0	24440	S202
53.28	0	26640	S202
57.62	0	28810	S 15
58.044	0	29022	S201
59.12	0	29560	S 11
59.62	0	29810	S201
60.736	0	30368	S 14
61.104	0	30552	S201
62.186	0	31093	S 14
62.524	0	31262	S201
63.754	0	31877	S 12
64.092	0	32046	S201
65.236	0	32618	S 14
65.6	0	32800	S201
66.786	0	33393	S 11
67.184	0	33592	S201
68.42	0	34210	S 14
68.756	0	34378	S201
70.036	0	35018	S 15
70.304	0	35152	S201
71.57	0	35785	S 13
71.892	0	35946	S201
73.02	0	36510	S 13
73.36	0	36680	S201
74.654	0	37327	S 15
74.96	0	37480	S201
76.154	0	38077	S 14
76.456	0	38228	S201
77.604	0	38802	S 14
77.928	0	38964	S201
79.17	0	39585	S 14
79.492	0	39746	S201
80.72	0	40360	S 11
81.192	0	40596	S201
82.304	0	41152	S 12
82.636	0	41318	S201
83.92	0	41960	S 15
84.188	0	42094	S201
85.42	0	42710	S 12
85.664	0	42832	S201
86.938	0	43469	S 15
87.176	0	43588	S201
88.57	0	44285	S 11
88.984	0	44492	S201
90.138	0	45069	S 15
90.408	0	45204	S201
91.72	0	45860	S 13
91.98	0	45990	S201
93.288	0	46644	S 12
93.548	0	46774	S201
94.854	0	47427	S 11
95.392	0	47696	S201
96.404	0	48202	S 14
96.72	0	48360	S201
98.054	0	49027	S 13
98.328	0	49164	S201
99.62	0	49810	S 15
99.92	0	49960	S201
101.104	0	50552	S 12
101.472	0	50736	S201
102.588	0	51294	S 11
103.004	0	51502	S201
104.154	0	52077	S 13
104.46	0	52230	S201
105.638	0	52819	S 11
106.144	0	53072	S201
107.188	0	53594	S 12
107.508	0	53754	S201
108.654	0	54327	S 12
108.932	0	54466	S201
110.104	0	55052	S 12
110.392	0	55196	S201
111.62	0	55810	S 11
111.996	0	55998	S201
113.188	0	56594	S 13
113.492	0	56746	S201
114.654	0	57327	S 13
114.948	0	57474	S201
116.254	0	58127	S 13
116.556	0	58278	S201
117.77	0	58885	S 15
118.144	0	59072	S201
125.224	0	62612	S202
127.816	0	63908	S202
132.17	0	66085	S 34
132.6	0	66300	S201
133.77	0	66885	S 31
134.088	0	67044	S201
135.288	0	67644	S 33
135.764	0	67882	S201
136.92	0	68460	S 35
137.264	0	68632	S201
138.52	0	69260	S 34
138.828	0	69414	S201
140.12	0	70060	S 32
140.448	0	70224	S201
141.67	0	70835	S 33
142.152	0	71076	S201
