onset	duration	sample	value
0	0	0	boundary
6.452	0	3226	S202
11.56	0	5780	S202
15.958	0	7979	S 24
16.268	0	8134	S201
17.474	0	8737	S 25
17.768	0	8884	S201
18.94	0	9470	S 21
19.212	0	9606	S201
20.458	0	10229	S 24
20.768	0	10384	S201
21.958	0	10979	S 23
22.22	0	11110	S201
23.44	0	11720	S 25
23.776	0	11888	S201
25.04	0	12520	S 22
25.428	0	12714	S201
26.508	0	13254	S 23
26.804	0	13402	S201
28.108	0	14054	S 24
28.384	0	14192	S201
29.64	0	14820	S 25
29.896	0	14948	S201
31.09	0	15545	S 23
31.376	0	15688	S201
32.658	0	16329	S 21
32.892	0	16446	S201
34.258	0	17129	S 22
34.628	0	17314	S201
35.708	0	17854	S 25
36.024	0	18012	S201
37.308	0	18654	S 24
37.548	0	18774	S201
38.94	0	19470	S 21
39.304	0	19652	S201
40.54	0	20270	S 21
40.804	0	20402	S201
42.09	0	21045	S 24
42.352	0	21176	S201
43.624	0	21812	S 23
43.892	0	21946	S201
45.174	0	22587	S 24
45.468	0	22734	S201
46.724	0	23362	S 23
46.988	0	23494	S201
48.29	0	24145	S 23
48.552	0	24276	S201
49.79	0	24895	S 21
50.084	0	25042	S201
51.308	0	25654	S 22
51.608	0	25804	S201
52.824	0	26412	S 21
53.176	0	26588	S202
54.34	0	27170	S 21
54.744	0	27372	S201
55.974	0	27987	S 25
56.236	0	28118	S201
57.474	0	28737	S 24
57.764	0	28882	S201
59.074	0	29537	S 25
59.2	0	29600	S201
60.558	0	30279	S 25
60.824	0	30412	S201
62.058	0	31029	S 24
62.412	0	31206	S201
63.624	0	31812	S 23
64.104	0	32052	S201
65.24	0	32620	S 22
65.672	0	32836	S201
66.79	0	33395	S 23
67.072	0	33536	S201
68.24	0	34120	S 22
68.616	0	34308	S201
69.69	0	34845	S 22
70.028	0	35014	S201
71.14	0	35570	S 25
71.432	0	35716	S201
72.674	0	36337	S 22
73.116	0	36558	S201
74.29	0	37145	S 21
74.82	0	37410	S201
75.924	0	37962	S 22
76.348	0	38174	S201
86.684	0	43342	S202
92.052	0	46026	S202
96.524	0	48262	S 41
96.836	0	48418	S201
98.058	0	49029	S 41
98.404	0	49202	S201
99.558	0	49779	S 45
99.852	0	49926	S201
101.092	0	50546	S 43
101.388	0	50694	S201
102.708	0	51354	S 44
103.148	0	51574	S201
104.174	0	52087	S 43
104.516	0	52258	S201
105.774	0	52887	S 42
106.068	0	53034	S201
107.242	0	53621	S 41
107.532	0	53766	S201
108.858	0	54429	S 45
109.144	0	54572	S201
110.424	0	55212	S 42
110.756	0	55378	S201
111.974	0	55987	S 45
112.264	0	56132	S201
113.458	0	56729	S 43
113.732	0	56866	S201
114.924	0	57462	S 45
115.212	0	57606	S201
116.442	0	58221	S 44
116.812	0	58406	S201
117.992	0	58996	S 44
118.4	0	59200	S201
119.524	0	59762	S 43
119.876	0	59938	S201
121.074	0	60537	S 41
121.372	0	60686	S201
122.692	0	61346	S 42
122.944	0	61472	S201
124.292	0	62146	S 42
124.572	0	62286	S201
125.808	0	62904	S 44
126.2	0	63100	S201
127.424	0	63712	S 44
127.8	0	63900	S201
128.974	0	64487	S 42
129.308	0	64654	S202
130.474	0	65237	S 42
130.784	0	65392	S201
131.974	0	65987	S 45
132.284	0	66142	S201
133.524	0	66762	S 43
133.804	0	66902	S201
135.074	0	67537	S 45
135.34	0	67670	S201
136.674	0	68337	S 41
136.992	0	68496	S201
138.308	0	69154	S 43
138.616	0	69308	S201
139.958	0	69979	S 42
140.224	0	70112	S201
141.508	0	70754	S 44
141.912	0	70956	S201
142.974	0	71487	S 45
143.32	0	71660	S201
144.508	0	72254	S 41
144.796	0	72398	S201
146.092	0	73046	S 43
146.376	0	73188	S201
147.658	0	73829	S 44
147.916	0	73958	S202
149.224	0	74612	S 45
149.544	0	74772	S201
150.792	0	75396	S 41
151.084	0	75542	S201
152.408	0	76204	S 44
152.812	0	76406	S201
153.858	0	76929	S 41
154.172	0	77086	S201
155.358	0	77679	S 43
155.756	0	77878	S201
156.858	0	78429	S 42
157.188	0	78594	S201
170.492	0	85246	S202
174.06	0	87030	S202
178.408	0	89204	S 13
178.784	0	89392	S201
179.974	0	89987	S 11
180.408	0	90204	S201
181.492	0	90746	S 15
181.804	0	90902	S201
182.992	0	91496	S 15
183.384	0	91692	S201
184.558	0	92279	S 13
184.86	0	92430	S201
186.058	0	93029	S 11
186.456	0	93228	S201
187.692	0	93846	S 13
188.008	0	94004	S201
189.158	0	94579	S 12
189.732	0	94866	S201
190.724	0	95362	S 12
191.092	0	95546	S201
192.208	0	96104	S 12
192.528	0	96264	S201
193.742	0	96871	S 15
194.06	0	97030	S201
195.324	0	97662	S 14
195.704	0	97852	S201
196.808	0	98404	S 14
197.148	0	98574	S201
198.274	0	99137	S 11
198.676	0	99338	S201
199.774	0	99887	S 11
200.176	0	100088	S201
201.374	0	100687	S 12
201.736	0	100868	S201
