onset	duration	sample	value
0	0	0	boundary
28.53	0	14265	S  2
32.974	0	16487	S 12
33.322	0	16661	S212
34.59	0	17295	S 22
35.11	0	17555	S222
36.106	0	18053	S 11
36.61	0	18305	S111
37.54	0	18770	S 22
37.918	0	18959	S222
39.04	0	19520	S 22
39.458	0	19729	S222
40.54	0	20270	S 22
40.842	0	20421	S222
42.124	0	21062	S 22
42.538	0	21269	S222
43.624	0	21812	S 11
44.016	0	22008	S111
45.106	0	22553	S 11
45.474	0	22737	S111
46.674	0	23337	S 12
46.978	0	23489	S212
54.254	0	27127	S212
55.216	0	27608	S212
59.674	0	29837	S 21
61.224	0	30612	S 22
61.6	0	30800	S222
62.69	0	31345	S 11
63.08	0	31540	S111
64.174	0	32087	S 21
64.654	0	32327	S121
65.656	0	32828	S 12
66.004	0	33002	S212
67.158	0	33579	S 12
67.486	0	33743	S212
68.79	0	34395	S 12
69.12	0	34560	S212
70.408	0	35204	S 12
70.73	0	35365	S212
71.858	0	35929	S 22
72.264	0	36132	S222
73.424	0	36712	S 21
73.888	0	36944	S121
75.04	0	37520	S 21
75.62	0	37810	S121
76.474	0	38237	S 22
76.876	0	38438	S222
77.94	0	38970	S 22
78.356	0	39178	S222
79.408	0	39704	S 12
79.816	0	39908	S212
80.908	0	40454	S 21
81.412	0	40706	S121
82.524	0	41262	S 22
82.884	0	41442	S222
84.008	0	42004	S 11
84.412	0	42206	S111
85.458	0	42729	S 21
85.936	0	42968	S121
87.008	0	43504	S 21
87.44	0	43720	S121
88.54	0	44270	S 12
89.128	0	44564	S212
90.124	0	45062	S 12
90.48	0	45240	S212
91.64	0	45820	S 22
92.076	0	46038	S222
93.158	0	46579	S 11
93.656	0	46828	S111
94.724	0	47362	S 12
95.048	0	47524	S212
96.24	0	48120	S 12
96.564	0	48282	S212
97.724	0	48862	S 22
98.14	0	49070	S222
99.34	0	49670	S 11
99.672	0	49836	S111
100.808	0	50404	S 11
101.148	0	50574	S111
102.424	0	51212	S 21
102.868	0	51434	S121
104.024	0	52012	S 11
104.424	0	52212	S111
105.54	0	52770	S 11
105.896	0	52948	S111
107.208	0	53604	S 22
107.58	0	53790	S222
108.84	0	54420	S 11
109.288	0	54644	S111
110.358	0	55179	S 22
110.78	0	55390	S222
111.908	0	55954	S 22
112.32	0	56160	S222
113.408	0	56704	S 21
113.844	0	56922	S121
115.04	0	57520	S 11
115.448	0	57724	S111
116.674	0	58337	S 11
117.032	0	58516	S111
118.174	0	59087	S 21
118.62	0	59310	S121
119.758	0	59879	S 12
120.116	0	60058	S212
129.136	0	64568	S212
130.204	0	65102	S212
134.574	0	67287	S 21
135.02	0	67510	S121
136.19	0	68095	S 11
136.536	0	68268	S111
137.69	0	68845	S 22
138.06	0	69030	S222
139.19	0	69595	S 21
139.604	0	69802	S121
140.74	0	70370	S 22
141.088	0	70544	S222
142.29	0	71145	S 12
142.608	0	71304	S212
143.89	0	71945	S 12
144.188	0	72094	S212
145.374	0	72687	S 12
145.708	0	72854	S212
146.99	0	73495	S 11
147.4	0	73700	S111
148.508	0	74254	S 22
148.908	0	74454	S222
149.958	0	74979	S 12
150.276	0	75138	S212
151.458	0	75729	S 22
151.868	0	75934	S222
153.09	0	76545	S 11
153.428	0	76714	S111
154.54	0	77270	S 21
155	0	77500	S121
156.158	0	78079	S 22
156.532	0	78266	S222
157.758	0	78879	S 22
158.124	0	79062	S222
159.34	0	79670	S 22
159.708	0	79854	S222
160.89	0	80445	S 12
161.188	0	80594	S212
162.34	0	81170	S 21
162.776	0	81388	S121
163.908	0	81954	S 11
164.288	0	82144	S111
165.524	0	82762	S 21
165.96	0	82980	S121
167.008	0	83504	S 12
167.34	0	83670	S212
168.558	0	84279	S 12
168.848	0	84424	S212
170.19	0	85095	S 22
170.552	0	85276	S222
171.658	0	85829	S 22
171.996	0	85998	S222
173.24	0	86620	S 21
173.688	0	86844	S221
174.74	0	87370	S 12
175.048	0	87524	S212
176.224	0	88112	S 12
176.516	0	88258	S212
177.758	0	88879	S 21
178.204	0	89102	S121
179.358	0	89679	S 21
179.688	0	89844	S121
180.84	0	90420	S 12
181.212	0	90606	S212
182.34	0	91170	S 21
182.74	0	91370	S121
183.958	0	91979	S 11
184.336	0	92168	S111
185.59	0	92795	S 22
186.104	0	93052	S222
187.14	0	93570	S 11
187.492	0	93746	S111
188.74	0	94370	S 11
189.08	0	94540	S111
190.358	0	95179	S 11
190.68	0	95340	S211
191.874	0	95937	S 21
192.176	0	96088	S221
193.474	0	96737	S 11
193.916	0	96958	S111
194.974	0	97487	S 11
195.356	0	97678	S111
198.084	0	99042	S211
202.992	0	101496	S211
207.44	0	103720	S 11
207.812	0	103906	S111
208.908	0	104454	S 12
209.288	0	104644	S212
210.54	0	105270	S 11
210.9	0	105450	S111
212.158	0	106079	S 22
212.584	0	106292	S222
213.608	0	106804	S 12
213.924	0	106962	S212
215.19	0	107595	S 11
215.532	0	107766	S111
216.74	0	108370	S 11
217.088	0	108544	S111
218.308	0	109154	S 21
218.828	0	109414	S121
219.908	0	109954	S 22
220.316	0	110158	S222
221.408	0	110704	S 12
221.732	0	110866	S212
223.024	0	111512	S 21
223.38	0	111690	S121
224.508	0	112254	S 21
224.892	0	112446	S121
225.99	0	112995	S 12
226.344	0	113172	S212
227.54	0	113770	S 12
227.856	0	113928	S212
229.174	0	114587	S 22
229.488	0	114744	S122
230.708	0	115354	S 11
231.068	0	115534	S111
232.208	0	116104	S 21
232.588	0	116294	S121
233.742	0	116871	S 11
234.08	0	117040	S111
235.192	0	117596	S 11
235.532	0	117766	S111
236.624	0	118312	S 21
237.044	0	118522	S121
238.142	0	119071	S 11
238.504	0	119252	S111
239.758	0	119879	S 12
240.092	0	120046	S212
241.308	0	120654	S 21
241.68	0	120840	S121
242.774	0	121387	S 22
243.136	0	121568	S222
244.224	0	122112	S 12
244.552	0	122276	S212
245.808	0	122904	S 21
246.196	0	123098	S121
247.358	0	123679	S 12
247.648	0	123824	S212
248.842	0	124421	S 22
249.284	0	124642	S222
250.458	0	125229	S 22
250.808	0	125404	S222
251.924	0	125962	S 12
252.248	0	126124	S212
253.542	0	126771	S 22
253.92	0	126960	S222
255.174	0	127587	S 22
255.612	0	127806	S222
256.742	0	128371	S 11
257.096	0	128548	S111
258.308	0	129154	S 22
258.628	0	129314	S222
259.858	0	129929	S 21
260.356	0	130178	S121
261.474	0	130737	S 21
261.852	0	130926	S121
262.942	0	131471	S 12
263.3	0	131650	S212
264.408	0	132204	S 21
264.844	0	132422	S121
265.992	0	132996	S 11
266.316	0	133158	S111
267.474	0	133737	S 22
267.852	0	133926	S222
276.976	0	138488	S222
278.08	0	139040	S222
282.424	0	141212	S 21
282.928	0	141464	S121
283.974	0	141987	S 22
284.304	0	142152	S222
285.524	0	142762	S 21
285.832	0	142916	S121
287.074	0	143537	S 12
288.674	0	144337	S 21
289.056	0	144528	S121
290.192	0	145096	S 21
290.64	0	145320	S121
291.708	0	145854	S 22
292.18	0	146090	S222
293.274	0	146637	S 11
293.632	0	146816	S111
294.892	0	147446	S 11
295.228	0	147614	S111
296.474	0	148237	S 12
296.808	0	148404	S212
298.024	0	149012	S 12
298.344	0	149172	S212
299.658	0	149829	S 22
300.172	0	150086	S222
301.142	0	150571	S 12
301.504	0	150752	S212
302.774	0	151387	S 12
303.092	0	151546	S212
304.374	0	152187	S 22
304.808	0	152404	S222
306.008	0	153004	S 12
306.328	0	153164	S212
307.608	0	153804	S 21
308.028	0	154014	S121
309.124	0	154562	S 22
309.556	0	154778	S222
310.742	0	155371	S 22
311.164	0	155582	S222
312.274	0	156137	S 11
312.688	0	156344	S111
313.758	0	156879	S 12
314.072	0	157036	S212
315.242	0	157621	S 12
315.572	0	157786	S212
316.742	0	158371	S 21
317.044	0	158522	S221
318.174	0	159087	S 11
318.548	0	159274	S111
319.792	0	159896	S 22
320.128	0	160064	S222
321.308	0	160654	S 11
321.708	0	160854	S111
322.858	0	161429	S 11
323.236	0	161618	S111
324.358	0	162179	S 21
324.684	0	162342	S221
325.958	0	162979	S 21
326.532	0	163266	S121
327.558	0	163779	S 12
328.008	0	164004	S212
329.124	0	164562	S 22
329.564	0	164782	S222
330.642	0	165321	S 21
331.092	0	165546	S121
332.124	0	166062	S 11
332.508	0	166254	S111
333.658	0	166829	S 11
334.024	0	167012	S111
335.158	0	167579	S 21
335.592	0	167796	S121
336.724	0	168362	S 22
337.048	0	168524	S222
338.308	0	169154	S 22
338.78	0	169390	S222
339.792	0	169896	S 11
340.168	0	170084	S111
341.342	0	170671	S 12
341.68	0	170840	S212
342.792	0	171396	S 11
343.24	0	171620	S111
353.656	0	176828	S111
354.504	0	177252	S211
358.842	0	179421	S 11
359.2	0	179600	S111
360.424	0	180212	S 12
360.76	0	180380	S212
361.874	0	180937	S 21
362.288	0	181144	S121
363.374	0	181687	S 11
363.728	0	181864	S111
364.892	0	182446	S 11
365.212	0	182606	S111
366.458	0	183229	S 12
366.764	0	183382	S212
367.992	0	183996	S 21
368.44	0	184220	S121
369.574	0	184787	S 12
369.884	0	184942	S212
371.174	0	185587	S 12
371.524	0	185762	S212
372.692	0	186346	S 12
372.996	0	186498	S212
374.242	0	187121	S 11
374.58	0	187290	S111
375.708	0	187854	S 22
376.012	0	188006	S222
377.274	0	188637	S 22
377.66	0	188830	S222
378.892	0	189446	S 12
379.376	0	189688	S212
380.474	0	190237	S 11
380.86	0	190430	S111
381.958	0	190979	S 11
382.288	0	191144	S111
383.508	0	191754	S 22
383.888	0	191944	S222
385.124	0	192562	S 11
385.416	0	192708	S111
386.742	0	193371	S 22
387.172	0	193586	S222
388.208	0	194104	S 21
388.7	0	194350	S121
389.774	0	194887	S 21
390.212	0	195106	S121
391.242	0	195621	S 22
391.66	0	195830	S222
392.742	0	196371	S 21
393.104	0	196552	S121
394.292	0	197146	S 21
394.764	0	197382	S121
395.858	0	197929	S 21
396.3	0	198150	S121
397.492	0	198746	S 21
397.896	0	198948	S121
399.008	0	199504	S 11
399.38	0	199690	S111
400.642	0	200321	S 22
401.004	0	200502	S222
402.142	0	201071	S 11
402.532	0	201266	S111
403.642	0	201821	S 12
403.952	0	201976	S212
405.208	0	202604	S 22
405.608	0	202804	S222
406.708	0	203354	S 21
407.088	0	203544	S121
408.276	0	204138	S 22
408.704	0	204352	S222
409.842	0	204921	S 12
410.28	0	205140	S212
411.392	0	205696	S 22
411.812	0	205906	S222
412.926	0	206463	S 11
413.32	0	206660	S111
414.442	0	207221	S 21
414.892	0	207446	S121
416.042	0	208021	S 12
416.52	0	208260	S212
417.558	0	208779	S 12
417.9	0	208950	S212
419.042	0	209521	S 22
419.456	0	209728	S222
421.108	0	210554	S222
422.756	0	211378	S222
427.242	0	213621	S 22
427.576	0	213788	S222
428.776	0	214388	S 12
429.04	0	214520	S212
430.242	0	215121	S 22
430.516	0	215258	S222
431.792	0	215896	S 11
432.096	0	216048	S111
433.426	0	216713	S 21
433.888	0	216944	S121
435.026	0	217513	S 21
435.428	0	217714	S121
436.508	0	218254	S 12
436.88	0	218440	S212
438.092	0	219046	S 12
438.456	0	219228	S212
439.592	0	219796	S 12
439.976	0	219988	S212
441.108	0	220554	S 21
441.436	0	220718	S121
442.692	0	221346	S 22
443.068	0	221534	S222
444.326	0	222163	S 22
444.728	0	222364	S222
445.842	0	222921	S 11
446.272	0	223136	S111
