onset	duration	sample	value
0	0	0	boundary
8.898	0	4449	S202
13.11	0	6555	S202
17.33	0	8665	S221
17.882	0	8941	S201
18.914	0	9457	S211
19.656	0	9828	S202
20.48	0	10240	S211
21.01	0	10505	S201
22.048	0	11024	S222
22.754	0	11377	S201
23.498	0	11749	S221
24.166	0	12083	S202
24.948	0	12474	S212
25.382	0	12691	S202
26.498	0	13249	S222
26.916	0	13458	S201
27.998	0	13999	S212
28.634	0	14317	S201
29.548	0	14774	S221
29.962	0	14981	S201
31.08	0	15540	S212
31.662	0	15831	S201
38.066	0	19033	S202
44.066	0	22033	S202
48.198	0	24099	S212
48.678	0	24339	S202
49.68	0	24840	S222
50.39	0	25195	S201
51.298	0	25649	S211
51.694	0	25847	S202
52.73	0	26365	S221
53.154	0	26577	S201
54.248	0	27124	S222
54.838	0	27419	S201
55.798	0	27899	S211
56.282	0	28141	S201
57.364	0	28682	S222
57.842	0	28921	S202
58.83	0	29415	S211
59.354	0	29677	S201
60.414	0	30207	S221
61.05	0	30525	S201
61.914	0	30957	S211
62.322	0	31161	S202
63.514	0	31757	S222
63.918	0	31959	S202
64.964	0	32482	S212
65.39	0	32695	S201
66.548	0	33274	S221
67.018	0	33509	S201
67.998	0	33999	S222
68.398	0	34199	S201
69.464	0	34732	S222
69.846	0	34923	S202
70.914	0	35457	S211
71.538	0	35769	S201
72.43	0	36215	S211
73.138	0	36569	S201
73.98	0	36990	S212
74.582	0	37291	S201
75.614	0	37807	S212
76.278	0	38139	S201
77.08	0	38540	S221
77.634	0	38817	S201
78.648	0	39324	S211
79.21	0	39605	S201
80.13	0	40065	S212
80.534	0	40267	S202
81.68	0	40840	S221
82.058	0	41029	S201
83.314	0	41657	S212
83.678	0	41839	S201
84.914	0	42457	S211
85.402	0	42701	S201
86.48	0	43240	S211
86.87	0	43435	S201
88.014	0	44007	S222
88.394	0	44197	S202
89.614	0	44807	S222
90.058	0	45029	S201
91.148	0	45574	S211
91.642	0	45821	S201
92.648	0	46324	S221
93.006	0	46503	S201
94.18	0	47090	S212
94.566	0	47283	S202
95.848	0	47924	S222
96.258	0	48129	S202
97.448	0	48724	S221
97.898	0	48949	S201
98.898	0	49449	S211
99.306	0	49653	S202
100.514	0	50257	S221
100.918	0	50459	S201
102.014	0	51007	S212
102.53	0	51265	S202
103.598	0	51799	S211
104.01	0	52005	S201
105.23	0	52615	S221
105.822	0	52911	S201
106.698	0	53349	S221
107.382	0	53691	S201
108.198	0	54099	S211
108.606	0	54303	S201
114.41	0	57205	S202
116.262	0	58131	S202
120.498	0	60249	S222
120.974	0	60487	S202
121.964	0	60982	S211
122.458	0	61229	S201
123.48	0	61740	S212
123.922	0	61961	S201
125.014	0	62507	S212
125.578	0	62789	S201
126.614	0	63307	S221
127.018	0	63509	S201
128.18	0	64090	S222
128.598	0	64299	S202
129.748	0	64874	S212
130.378	0	65189	S201
131.33	0	65665	S212
131.654	0	65827	S202
132.798	0	66399	S221
133.39	0	66695	S201
134.348	0	67174	S222
134.894	0	67447	S201
135.898	0	67949	S211
136.418	0	68209	S201
137.514	0	68757	S211
137.914	0	68957	S201
139.098	0	69549	S222
139.574	0	69787	S201
140.548	0	70274	S222
140.97	0	70485	S202
142.148	0	71074	S221
142.526	0	71263	S201
143.698	0	71849	S211
144.314	0	72157	S201
145.164	0	72582	S212
145.878	0	72939	S201
146.764	0	73382	S222
147.242	0	73621	S202
148.23	0	74115	S221
148.706	0	74353	S202
149.764	0	74882	S211
150.218	0	75109	S201
151.248	0	75624	S212
151.702	0	75851	S201
152.748	0	76374	S221
153.162	0	76581	S201
154.33	0	77165	S211
154.738	0	77369	S201
155.848	0	77924	S212
156.162	0	78081	S202
157.364	0	78682	S211
157.966	0	78983	S202
158.964	0	79482	S212
159.354	0	79677	S202
160.58	0	80290	S211
161.042	0	80521	S201
162.08	0	81040	S222
162.482	0	81241	S202
163.514	0	81757	S211
164.002	0	82001	S202
165.114	0	82557	S222
165.506	0	82753	S202
166.58	0	83290	S221
167.086	0	83543	S201
168.13	0	84065	S211
168.594	0	84297	S201
169.614	0	84807	S221
170.074	0	85037	S201
171.23	0	85615	S222
171.81	0	85905	S201
172.78	0	86390	S221
173.234	0	86617	S201
174.28	0	87140	S211
174.786	0	87393	S201
175.88	0	87940	S211
176.286	0	88143	S201
177.364	0	88682	S212
177.778	0	88889	S202
178.848	0	89424	S222
179.386	0	89693	S201
180.398	0	90199	S212
180.874	0	90437	S202
184.638	0	92319	S202
186.882	0	93441	S202
191.032	0	95516	S222
191.53	0	95765	S201
192.698	0	96349	S222
193.15	0	96575	S202
194.198	0	97099	S212
194.842	0	97421	S202
195.814	0	97907	S222
196.298	0	98149	S201
197.364	0	98682	S221
197.906	0	98953	S201
198.832	0	99416	S211
199.358	0	99679	S201
200.332	0	100166	S222
200.978	0	100489	S201
201.882	0	100941	S222
202.598	0	101299	S201
203.482	0	101741	S222
203.938	0	101969	S202
205.014	0	102507	S221
