onset	duration	sample	value
0	0	0	boundary
27.938	0	13969	S  1
31.426	0	15713	S180
31.998	0	15999	S180
32.586	0	16293	S180
33.21	0	16605	S180
33.88	0	16940	S180
34.484	0	17242	S180
35.152	0	17576	S180
35.784	0	17892	S180
36.386	0	18193	S180
37.024	0	18512	S180
37.628	0	18814	S180
38.208	0	19104	S180
38.852	0	19426	S180
39.436	0	19718	S180
40.036	0	20018	S180
40.62	0	20310	S 80
41.244	0	20622	S 80
41.92	0	20960	S 80
42.586	0	21293	S 70
43.228	0	21614	S 80
43.862	0	21931	S 80
44.494	0	22247	S 80
45.06	0	22530	S 80
45.69	0	22845	S 80
46.334	0	23167	S 80
46.972	0	23486	S 80
47.574	0	23787	S 80
48.202	0	24101	S 80
48.824	0	24412	S 80
49.422	0	24711	S 80
50.024	0	25012	S 70
50.642	0	25321	S 80
51.216	0	25608	S 80
51.85	0	25925	S 80
52.442	0	26221	S 80
53.094	0	26547	S 70
53.684	0	26842	S 80
54.304	0	27152	S 70
54.93	0	27465	S 80
55.562	0	27781	S 80
56.172	0	28086	S 80
56.81	0	28405	S 80
57.378	0	28689	S 70
57.976	0	28988	S 80
58.578	0	29289	S 80
59.196	0	29598	S 70
59.848	0	29924	S 80
60.506	0	30253	S 70
61.116	0	30558	S 80
61.682	0	30841	S 80
62.332	0	31166	S 70
62.928	0	31464	S 80
63.516	0	31758	S 70
64.154	0	32077	S 80
64.762	0	32381	S 70
65.392	0	32696	S 80
65.974	0	32987	S 80
66.596	0	33298	S 80
67.224	0	33612	S 70
67.884	0	33942	S 80
68.552	0	34276	S 80
69.218	0	34609	S 70
69.872	0	34936	S 80
70.444	0	35222	S 70
71.05	0	35525	S 80
71.656	0	35828	S 80
72.228	0	36114	S 70
72.814	0	36407	S 80
73.392	0	36696	S 80
74.054	0	37027	S 70
74.682	0	37341	S 80
75.334	0	37667	S 70
75.898	0	37949	S 80
76.522	0	38261	S 80
77.076	0	38538	S 80
77.664	0	38832	S 70
78.248	0	39124	S 80
78.826	0	39413	S 80
79.408	0	39704	S 80
79.99	0	39995	S 80
80.586	0	40293	S 80
81.222	0	40611	S 80
81.858	0	40929	S 80
82.426	0	41213	S 80
83.032	0	41516	S 80
83.648	0	41824	S 70
84.262	0	42131	S 80
84.886	0	42443	S 80
85.53	0	42765	S 70
86.122	0	43061	S 80
86.722	0	43361	S 80
87.35	0	43675	S 80
87.982	0	43991	S 80
88.63	0	44315	S 80
89.264	0	44632	S 80
89.888	0	44944	S 80
90.506	0	45253	S 80
91.166	0	45583	S 80
91.826	0	45913	S 80
92.414	0	46207	S 70
93.03	0	46515	S 80
93.626	0	46813	S 70
94.206	0	47103	S 80
94.856	0	47428	S 80
95.468	0	47734	S 80
96.056	0	48028	S 70
96.708	0	48354	S 80
97.346	0	48673	S 70
97.968	0	48984	S 80
98.592	0	49296	S 80
99.178	0	49589	S 80
99.852	0	49926	S 70
100.484	0	50242	S 80
101.14	0	50570	S 80
101.796	0	50898	S 80
102.378	0	51189	S 70
102.996	0	51498	S 80
103.664	0	51832	S 70
104.356	0	52178	S 80
105.02	0	52510	S 80
105.686	0	52843	S 80
106.318	0	53159	S 80
106.96	0	53480	S 80
107.52	0	53760	S 80
108.16	0	54080	S 70
108.768	0	54384	S 80
109.352	0	54676	S 80
109.96	0	54980	S 80
110.61	0	55305	S 80
111.2	0	55600	S 70
111.844	0	55922	S 80
112.466	0	56233	S 70
113.068	0	56534	S 80
113.678	0	56839	S 70
114.29	0	57145	S 80
114.888	0	57444	S 80
115.506	0	57753	S 80
116.166	0	58083	S 80
116.744	0	58372	S 70
117.31	0	58655	S 80
117.924	0	58962	S 80
118.542	0	59271	S 80
119.172	0	59586	S 80
119.812	0	59906	S 80
120.416	0	60208	S 70
121	0	60500	S 80
121.614	0	60807	S 80
122.178	0	61089	S 70
122.806	0	61403	S 80
123.4	0	61700	S 80
124.05	0	62025	S 80
124.666	0	62333	S 80
125.25	0	62625	S 80
125.808	0	62904	S 80
126.432	0	63216	S 80
126.98	0	63490	S 80
127.536	0	63768	S 70
128.134	0	64067	S 80
128.754	0	64377	S 80
129.364	0	64682	S 70
129.978	0	64989	S 80
130.628	0	65314	S 80
131.286	0	65643	S 80
131.94	0	65970	S 80
132.568	0	66284	S 80
133.176	0	66588	S 80
133.76	0	66880	S 70
134.374	0	67187	S 80
134.936	0	67468	S 80
135.532	0	67766	S 80
136.076	0	68038	S 80
136.71	0	68355	S 80
137.374	0	68687	S 70
137.944	0	68972	S 80
138.58	0	69290	S 70
139.174	0	69587	S 80
139.786	0	69893	S 70
140.452	0	70226	S 80
141.018	0	70509	S 80
141.582	0	70791	S 80
142.234	0	71117	S 80
142.782	0	71391	S 70
143.358	0	71679	S 80
144.01	0	72005	S 80
144.574	0	72287	S 80
145.228	0	72614	S 80
145.82	0	72910	S 70
146.404	0	73202	S 80
147.05	0	73525	S 80
